id,kode_provinsi,nama_provinsi,judul_berita,klasifikasi_utama,klasifikasi_menyinggung,status_berita,bulan,jumlah_aduan,satuan,tahun
188,32,JAWA BARAT,VIDEO SEORANG PRIA PINGSAN SESUDAH DISUNTIK VAKSIN,KESEHATAN,KESEHATAN,MISINFORMASI (HOAKS),JANUARI,7,ADUAN,2021
189,32,JAWA BARAT,BRIGJEN HENDRA KURNIAWAN ADALAH ANAK KANDUNG PRESIDEN CINA XI JINPING,FIGUR,FIGUR,DISINFORMASI (HOAKS),JANUARI,6,ADUAN,2021
190,32,JAWA BARAT,KASDIM 0817 GRESIK MAYOR SUGENG RIYADI MENINGGAL AKIBAT SIANGNYA DISUNTIK VAKSIN,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),JANUARI,6,ADUAN,2021
191,32,JAWA BARAT,"WASPADA POTENSI GEMPA AKIBAT SESAR LEMBANG BANDUNG, BMKG TEKANKAN PENTINGNYA MITIGASI",BENCANA ALAM,BENCANA ALAM,BENAR,JANUARI,6,ADUAN,2021
192,32,JAWA BARAT,"BROADCAST BSSN AKAN REKAM TELEPON DAN PANTAU WA, TWITTER, FACEBOOK",HUKUM DAN REGULASI,HUKUM DAN REGULASI,DISINFORMASI (HOAKS),JANUARI,5,ADUAN,2021
193,32,JAWA BARAT,CARA CEK CALON PENERIMA VAKSIN COVID19 GRATIS MELALUI WEBSITE PEDULILINDUNGI.ID,KESEHATAN,KESEHATAN,BENAR,JANUARI,5,ADUAN,2021
194,32,JAWA BARAT,LINK PENDAFTARAN BANPRES UMKM TAHAP II,HUKUM DAN REGULASI,HUKUM DAN REGULASI,DISINFORMASI (HOAKS),JANUARI,5,ADUAN,2021
195,32,JAWA BARAT,PULUHAN SANTRI KERACUNAN AKIBAT VAKSIN COVID-19,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),JANUARI,5,ADUAN,2021
196,32,JAWA BARAT,"KOMINFO BANTUAN PULSA 200RB DAN KUOTA 75GB UNTUK DOSEN, GURU, SISWA, MAHASISWA SELAMA MASA PANDEMI",KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),FEBRUARI,24,ADUAN,2021
197,32,JAWA BARAT,LINK PENDAFTARAN KARTU PRAKERJA GELOMBANG 12,KRIMINALITAS,KRIMINALITAS,DISINFORMASI (HOAKS),FEBRUARI,20,ADUAN,2021
198,32,JAWA BARAT,PESAN BERANTAI BERISI INFORMASI PENDAFTARAN VAKSINASI COVID-19 UNTUK LANSIA,KESEHATAN,KESEHATAN,MISINFORMASI (HOAKS),FEBRUARI,8,ADUAN,2021
199,32,JAWA BARAT,JOKOWI BUKA PINTU IZIN INVESTASI UNTUK INDUSTRI MIRAS BESAR SAMPAI ECERAN,HUKUM DAN REGULASI,EKONOMI,BENAR,FEBRUARI,7,ADUAN,2021
200,32,JAWA BARAT,BIAYA TILANG TERBARU DI INDONESIA : KAPOLRI BARU MANTAP,HUKUM DAN REGULASI,HUKUM DAN REGULASI,DISINFORMASI (HOAKS),FEBRUARI,5,ADUAN,2021
201,32,JAWA BARAT,"KEMENDIKBUD BANTUAN PULSA 200RB DAN KUOTA 75GB UNTUK DOSEN, GURU, SISWA, MAHASISWA SELAMA MASA PANDEMI",KRIMINALITAS,KESEHATAN,DISINFORMASI (HOAKS),FEBRUARI,5,ADUAN,2021
202,32,JAWA BARAT,"INDUSTRI ARAK HINGGA TUAK DISAHKAN, GUBERNUR BALI TERIMA KASIH KEPADA PRESIDEN JOKOWI",HUKUM DAN REGULASI,HUKUM DAN REGULASI,BENAR,FEBRUARI,3,ADUAN,2021
203,32,JAWA BARAT,ITALY TELAH MELAKUKAN PROSES BEDAH MAYAT TERHADAP PASIEN CORONA YANG TELAH MENINGGAL,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),FEBRUARI,3,ADUAN,2021
204,32,JAWA BARAT,SMS PEMBERITAHUAN PENERIMA DANA BANTUAN DARI KANTOR BPJS PUSAT,"HUKUM DAN REGULASI,KRIMINALITAS","KESEHATAN,KRIMINALITAS",DISINFORMASI (HOAKS),FEBRUARI,3,ADUAN,2021
205,32,JAWA BARAT,UANG REDENOMINASI PECAHAN RP 100 BERGAMBAR JOKOWI,HUKUM DAN REGULASI,HUKUM DAN REGULASI,DISINFORMASI (HOAKS),FEBRUARI,3,ADUAN,2021
206,32,JAWA BARAT,AL-QURAN PALSU KEMBALI BEREDAR,SARA,SARA,DISINFORMASI (HOAKS),FEBRUARI,2,ADUAN,2021
207,32,JAWA BARAT,ARAB SAUDI TOLAK JEMAAH HAJI INDONESIA KARENA BELUM BAYAR AKOMODASI,HUKUM DAN REGULASI,SARA,DISINFORMASI (HOAKS),FEBRUARI,2,ADUAN,2021
208,32,JAWA BARAT,BANTUAN SOSIAL FINANSIAL RP. 3.550.000 BAGI YANG KERJA TAHUN 2000 DAN 2021,KRIMINALITAS,KRIMINALITAS,DISINFORMASI (HOAKS),FEBRUARI,2,ADUAN,2021
209,32,JAWA BARAT,"BENDUNGAN WALAHAR AIRNYA MELUAP, YANG DI KARAWANG SIAP-SIAP",BENCANA ALAM,BENCANA ALAM,DISINFORMASI (HOAKS),FEBRUARI,2,ADUAN,2021
210,32,JAWA BARAT,"JOKOWI LEGALKAN MIRAS HINGGA KELAS ECERAN, KETUM MUHAMMADIYAH: BANGSA KITA SUDAH KEHILANGAN ARAH",HUKUM DAN REGULASI,EKONOMI,BENAR,FEBRUARI,2,ADUAN,2021
211,32,JAWA BARAT,TUJUH PENUMPANG LION AIR RUTE TIONGKOK - MANADO TERINFEKSI VIRUS CORONA,MISINFORMASI (HOAKS),0,0,FEBRUARI,4,ADUAN,2021
212,32,JAWA BARAT,BPJS KESEHATAN SALURKAN BANSOS FINANSIAL BAGI YANG BEKERJA ANTARA TAHUN 2000 DAN 2021,KRIMINALITAS,KRIMINALITAS,DISINFORMASI (HOAKS),MARET,23,ADUAN,2021
213,32,JAWA BARAT,SUBSIDI PULSA 200 RIBU DAN KUOTA 50 GB KEMENDIKBUD DIPERPANJANG LAGI,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),MARET,11,ADUAN,2021
214,32,JAWA BARAT,JOKOWI BUKA PINTU IZIN INVESTASI UNTUK INDUSTRI MIRAS BESAR SAMPAI ECERAN,HUKUM DAN REGULASI,EKONOMI,BENAR,MARET,10,ADUAN,2021
215,32,JAWA BARAT,SANKSI MUDIK,HUKUM DAN REGULASI,TRANSPORTASI,DISINFORMASI (HOAKS),MARET,9,ADUAN,2021
216,32,JAWA BARAT,GURU DI SUKABUMI JADI SASARAN KEMARAHAN PERANGKAT DESA GEGARA POSTING JALAN RUSAK,INFRASTRUKTUR,INFRASTRUKTUR,BENAR,MARET,5,ADUAN,2021
217,32,JAWA BARAT,"KEMENDIKBUD BANTUAN PULSA 200RB DAN KUOTA 75GB UNTUK DOSEN, GURU, SISWA, MAHASISWA SELAMA MASA PANDEMI",KRIMINALITAS,KESEHATAN,DISINFORMASI (HOAKS),MARET,5,ADUAN,2021
218,32,JAWA BARAT,TILANG ELEKTRONIK BERLAKU MULAI MARET 2021,HUKUM DAN REGULASI,TRANSPORTASI,BENAR,MARET,5,ADUAN,2021
219,32,JAWA BARAT,VAKSINASI COVID-19 UNTUK LANSIA (USIA DIATAS 60) BISA TANPA ONLINE LANGSUNG DATANG KE LOKASI,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),MARET,5,ADUAN,2021
220,32,JAWA BARAT,GURU HONORER DI LELES GARUT JADI LUMPUH SETELAH MENDAPAT VAKSIN KEDUA,KESEHATAN,KESEHATAN,MISINFORMASI (HOAKS),MARET,4,ADUAN,2021
221,32,JAWA BARAT,IMBAUAN DISDUKCAPIL BANDUNG TENTANG KASUS PENYALAHGUNAAN KTP,KRIMINALITAS,KRIMINALITAS,DISINFORMASI (HOAKS),MARET,3,ADUAN,2021
222,32,JAWA BARAT,KFC SEDIAKAN HADIAH BUCKET AYAM DI PERINGATAN HARI PEREMPUAN INTERNASIONAL 2021,KRIMINALITAS,KRIMINALITAS,DISINFORMASI (HOAKS),MARET,3,ADUAN,2021
223,32,JAWA BARAT,"MUAL HINGGA BENGKAK, WARTAWAN JAWA POS TV DILARIKAN KE IGD PASCA DIVAKSIN SINOVAC",KESEHATAN,KESEHATAN,BENAR,MARET,3,ADUAN,2021
224,32,JAWA BARAT,FOTO BOTOL MIRAS DENGAN LABEL HALAL,HUKUM DAN REGULASI,HUKUM DAN REGULASI,DISINFORMASI (HOAKS),MARET,2,ADUAN,2021
225,32,JAWA BARAT,"DIRUT VIVA COSMETIC SURABAYA, PAK SUSANTO MENINGGAL 3 HARI KEMUDIAN DI RS RKZ KARENA COVID SETELAH VAKSIN PERTAMA",KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),MARET,2,ADUAN,2021
226,32,JAWA BARAT,JUAL MINUMAN KERAS HUKUMNYA BOLEH UNTUK MEMBANTU KAS NEGARA,HUKUM DAN REGULASI,HUKUM DAN REGULASI,DISINFORMASI (HOAKS),MARET,2,ADUAN,2021
227,32,JAWA BARAT,SUBSIDI PULSA 200 RIBU DAN KUOTA 95 GB KEMENDIKBUD RI,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),APRIL,13,ADUAN,2021
228,32,JAWA BARAT,RILIS NAMA-NAMA DOKTER YANG WAFAT DI HARI YANG SAMA KARENA COVID19,KESEHATAN,KESEHATAN,MISINFORMASI (HOAKS),APRIL,11,ADUAN,2021
229,32,JAWA BARAT,VIDEO CACING DI MASKER IMPOR ASAL CHINA,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),APRIL,7,ADUAN,2021
230,32,JAWA BARAT,BANTUAN SOSIAL FINANSIAL BRI RP. 5.500.000,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),APRIL,6,ADUAN,2021
231,32,JAWA BARAT,POSTINGAN STATUS AKUN YANG DIHACK,KRIMINALITAS,TEKNOLOGI,BENAR,APRIL,5,ADUAN,2021
232,32,JAWA BARAT,BANTUAN SOSIAL FINANSIAL BJB RP. 5.500.000,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),APRIL,4,ADUAN,2021
233,32,JAWA BARAT,CARA MENDAPATKAN SUBSIDI LISTRIK PLN DENGAN KLIK TAUTAN INI,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),APRIL,4,ADUAN,2021
234,32,JAWA BARAT,GURU SUKABUMI LUMPUH USAI VAKSIN COVID-19 DOSIS 2,KESEHATAN,KESEHATAN,BENAR,APRIL,4,ADUAN,2021
235,32,JAWA BARAT,LINK ULTAH INDOMIE KE-60 BERHADIAH 1000 SMARTWATCH,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),APRIL,4,ADUAN,2021
236,32,JAWA BARAT,LINK ULTAH TELKOMSEL KE-60 BERHADIAH 1000 SMARTWATCH,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),APRIL,4,ADUAN,2021
237,32,JAWA BARAT,ANGGOTA BRIMOB MALUKU MENINGGAL DUNIA SETELAH DIVAKSIN ASTRAZENECA,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),APRIL,3,ADUAN,2021
238,32,JAWA BARAT,CINA TELAH MENYEBAR PENYAKIT LEWAT MASKER BARU YANG MASUK KE INDONESIA,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),APRIL,3,ADUAN,2021
239,32,JAWA BARAT,FOTO KARTINI MEMAKAI HIJAB,FIGUR,SARA,DISINFORMASI (HOAKS),APRIL,3,ADUAN,2021
240,32,JAWA BARAT,LINK ULTAH INDOFOOD KE-50 BERHADIAH 1000 SMARTWATCH,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),APRIL,3,ADUAN,2021
241,32,JAWA BARAT,RATUSAN WN INDIA MASUK INDONESIA KE INDONESIA DI SAAT COVID-19 MEROKET DI INDIA,KESEHATAN,HUKUM DAN REGULASI,BENAR,APRIL,3,ADUAN,2021
242,32,JAWA BARAT,"PULUHAN WARGA CHINA TIBA DI BANDARA SOETTA SELASA (4/5) SORE, LANGSUNG DIJEMPUT BUS",HUKUM DAN REGULASI,SARA,BENAR,MEI,8,ADUAN,2021
243,32,JAWA BARAT,LINK SUBSIDI PULSA 200 RIBU DAN KUOTA 125 GB KEMENDIKBUD,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),MEI,6,ADUAN,2021
244,32,JAWA BARAT,RUSIA TIDAK MENEMUKAN VIRUS DARI HASIL OTOPSI JENAZAH COVID-19,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),MEI,6,ADUAN,2021
245,32,JAWA BARAT,YANG SUDAH DIVAKSIN SIAP-SIAP MATI DINI DALAM JANGKA WAKTU 2 TAHUN,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),MEI,6,ADUAN,2021
246,32,JAWA BARAT,GURU SUKABUMI LUMPUH USAI VAKSIN COVID-19 DOSIS 2,KESEHATAN,KESEHATAN,BENAR,MEI,5,ADUAN,2021
247,32,JAWA BARAT,"PENYEKATAN MUDIK DI PERBATASAN BEKASI-BOGOR, TAK TANGGUNG- TANGGUNG TNI NURUNIN TANK BAJA",HUKUM DAN REGULASI,POLITIK,DISINFORMASI (HOAKS),MEI,5,ADUAN,2021
248,32,JAWA BARAT,BENDA BERMAGNET BISA MENEMPEL DI LENGAN PENERIMA VAKSIN CORONA,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),MEI,4,ADUAN,2021
249,32,JAWA BARAT,TULISAN ILMIAH IDI : COVID-19 ADALAH PENGELABUAN DAN PEMBODOHAN GLOBAL,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),MEI,4,ADUAN,2021
250,32,JAWA BARAT,"CAMPURAN KELAPA MUDA, JERUK NIPIS, GARAM DAN MADU LENYAPKAN VIRUS CORONA",KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),MEI,3,ADUAN,2021
251,32,JAWA BARAT,GALANG DANA UNTUK PALESTINA,KRIMINALITAS,KRIMINALITAS,BENAR,MEI,3,ADUAN,2021
252,32,JAWA BARAT,LINK ULTAH COFFESHOP JANJI JIWA KE-30 BERHADIAH 1000 SMARTWATCH,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),MEI,3,ADUAN,2021
253,32,JAWA BARAT,PDIP USUL KE PEMERINTAH AGAR SELURUH PESANTREN DI INDONESIA DITUTUP,POLITIK,SARA,DISINFORMASI (HOAKS),MEI,3,ADUAN,2021
254,32,JAWA BARAT,PENGGUNAAN MASKER SEBABKAN MANUSIA KERACUNAN CO2,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),MEI,3,ADUAN,2021
255,32,JAWA BARAT,"VIDEO MOBIL IRINGAN-IRINGAN JOKOWI MUDIK, RI 1 PULANG KAMPUNG",HUKUM DAN REGULASI,FIGUR,DISINFORMASI (HOAKS),MEI,3,ADUAN,2021
256,32,JAWA BARAT,7 BUMN BAKAL DIBUBARKAN. PLN DLM TAHAP RESTRUKTURISASI,HUKUM DAN REGULASI,HUKUM DAN REGULASI,DISINFORMASI (HOAKS),MEI,2,ADUAN,2021
257,32,JAWA BARAT,LINK BANTUAN UMKM BRI TAHAP 3 SEBESAR RP 2.100.000,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),JUNI,14,ADUAN,2021
258,32,JAWA BARAT,"CAMPURAN KELAPA MUDA, JERUK NIPIS, GARAM DAN MADU LENYAPKAN VIRUS CORONA",KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),JUNI,10,ADUAN,2021
259,32,JAWA BARAT,RUSIA TIDAK MENEMUKAN VIRUS DARI HASIL OTOPSI JENAZAH COVID-19,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),JUNI,9,ADUAN,2021
260,32,JAWA BARAT,RSHS DAN BEBERAPA RUMAH SAKIT DI BANDUNG DIPENUHI PASIEN COVID-19 DAN BANYAK YANG MENINGGAL DI UGD,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),JUNI,8,ADUAN,2021
261,32,JAWA BARAT,"700 LEBIH JENAZAH DIMAKAMAKAN SECARA COVID-19, TERNYATA HASIL SWAB NEGATIF",KESEHATAN,HUKUM DAN REGULASI,BENAR,JUNI,6,ADUAN,2021
262,32,JAWA BARAT,DR. SITI FADILAH (MANTAN MENKES) DAN NIDOM : GAGALKAH HERD IMUNITY ?,KESEHATAN,KESEHATAN,BENAR,JUNI,6,ADUAN,2021
263,32,JAWA BARAT,LINK SUBSIDI PULSA 200 RIBU DAN KUOTA 125 GB KEMENDIKBUD,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),JUNI,6,ADUAN,2021
264,32,JAWA BARAT,SURAT EDARAN DIRJEN PELAYANAN KESEHATAN TENTANG PEMANFAATAN OBAT TRADISIONAL UNTUK PEMELIHARAAN KESEHATAN,KESEHATAN,KESEHATAN,BENAR,JUNI,6,ADUAN,2021
265,32,JAWA BARAT,INFO VAKSINASI COVID-19 DI PUSSENIF PPI SUPRATMAN BANDUNG,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),JUNI,4,ADUAN,2021
266,32,JAWA BARAT,SURAT KLARIFIKASI KUOTA HAJI INDONESIA DARI KEDUTAAN ARAB SAUDI,HUKUM DAN REGULASI,SARA,BENAR,JUNI,4,ADUAN,2021
267,32,JAWA BARAT,VIDEO PASIEN COVID KEHABISAN RUANGAN DI RS BEKASI DAN TERLANTAR DI PARKIRAN,KESEHATAN,KESEHATAN,BENAR,JUNI,4,ADUAN,2021
268,32,JAWA BARAT,AKUN WHATSAPP MENCATUT FOTO DAN NAMA ABDY YUHANA ANGGOTA DPRD JAWA BARAT,FIGUR,KRIMINALITAS,DISINFORMASI (HOAKS),JUNI,3,ADUAN,2021
269,32,JAWA BARAT,ARTIKEL MENGATASNAMAKAN BRIGJEN TNI (PURN) DR. MARDJO SUBIANDONO AJAK WARGA BANGUN OPTIMISME HADAPI COVID 19,KESEHATAN,FIGUR,DISINFORMASI (HOAKS),JUNI,3,ADUAN,2021
270,32,JAWA BARAT,JADWAL PELAKSANAAN VAKISNASI COVID19 DI KOTA BANDUNG,KESEHATAN,KESEHATAN,BENAR,JUNI,3,ADUAN,2021
271,32,JAWA BARAT,PELAKSANAAN VAKSINASI DI GRAND BALLROOM SUDIRMAN BANDUNG BANYAK YANG TERPAPAR COVID-19,KESEHATAN,KESEHATAN,MISINFORMASI (HOAKS),JUNI,3,ADUAN,2021
272,32,JAWA BARAT,LINK BANTUAN SOSIAL TUNAI PPKM DARURAT,HUKUM DAN REGULASI,KESEHATAN,DISINFORMASI (HOAKS),JULI,37,ADUAN,2021
273,32,JAWA BARAT,PENUTUPAN SPBU SEMENTARA 12 JULI 2021-17 JULI 2021,HUKUM DAN REGULASI,KESEHATAN,DISINFORMASI (HOAKS),JULI,17,ADUAN,2021
274,32,JAWA BARAT,VIDEO ALAT UJI SWAB ANTIGEN DI TETES AIR KERAN HASILNYA POSITIF COVID,KESEHATAN,TEKNOLOGI,DISINFORMASI (HOAKS),JULI,8,ADUAN,2021
275,32,JAWA BARAT,MANTAN MENKES SITI FADILAH SUDAH SERING KENA COVID-19 SEJAK DULU,KESEHATAN,FIGUR,DISINFORMASI (HOAKS),JULI,6,ADUAN,2021
276,32,JAWA BARAT,VIDEO BERITA DARI CNN INDONESIA POTENSI BAHAYA VAKSIN COVID - 19,KESEHATAN,KESEHATAN,BENAR,JULI,5,ADUAN,2021
277,32,JAWA BARAT,VIDEO JOKOWI DITENGAH KERUMUNAN WARGA TIONGKOK TANPA MEMAKAI MASKER,"KESEHATAN,POLITIK","KESEHATAN,POLITIK",DISINFORMASI (HOAKS),JULI,5,ADUAN,2021
278,32,JAWA BARAT,WARGA YANG MEMILIKI KARTU VAKSIN COVID-19 AKAN TERIMA BANTUAN KOMPENSASI PPKM SEBESAR 1 JUTA,KRIMINALITAS,KESEHATAN,DISINFORMASI (HOAKS),JULI,5,ADUAN,2021
279,32,JAWA BARAT,BANTUAN BEASISWA ANAK PEDAGANG KECIL TERDAMPAK PPKM DARURAT,KESEHATAN,EKONOMI,BENAR,JULI,4,ADUAN,2021
280,32,JAWA BARAT,CHINA MINTA PULAU KALIMANTAN SEBAGAI JAMINAN UTANG INDONESIA,POLITIK,SARA,MISINFORMASI (HOAKS),JULI,4,ADUAN,2021
281,32,JAWA BARAT,CORONA VIRUS TERTULIS DI BUKU PELAJARAN IPA TAHUN 2017,KESEHATAN,KESEHATAN,BENAR,JULI,4,ADUAN,2021
282,32,JAWA BARAT,"JIKA SEDANG FLU, JANGAN LAKUKAN SWAB TEST NANTI POSITIF COVID-19",KESEHATAN,KESEHATAN,MISINFORMASI (HOAKS),JULI,4,ADUAN,2021
283,32,JAWA BARAT,LINK SUBSIDI PULSA 250 RIBU DAN KUOTA 75 GB KEMENDIKBUD,KRIMINALITAS,KRIMINALITAS,DISINFORMASI (HOAKS),JULI,4,ADUAN,2021
284,32,JAWA BARAT,TANGGAL BERAKHIRNYA PROYEK KOPIT,KESEHATAN,EKONOMI,DISINFORMASI (HOAKS),JULI,4,ADUAN,2021
285,32,JAWA BARAT,TOLONG SEBARKAN BUAT BANTU PEDAGANG KECIL,KESEHATAN,EKONOMI,BENAR,JULI,4,ADUAN,2021
286,32,JAWA BARAT,YANG SUDAH DIVAKSIN SIAP-SIAP MATI DINI DALAM JANGKA WAKTU 2 TAHUN,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),JULI,4,ADUAN,2021
287,32,JAWA BARAT,SURAT EDARAN DEWAN MASJID INDONESIA TENTANG SHOLAT JUM'AT DUA GELOMBANG GANJIL GENAP,HUKUM DAN REGULASI,SARA,BENAR,AGUSTUS,12,ADUAN,2021
288,32,JAWA BARAT,"PERINGATI HUT RI KE-76, KOMINFO BERIKAN KUOTA INTERNET GRATIS 150GB",EKONOMI,EKONOMI,DISINFORMASI (HOAKS),AGUSTUS,6,ADUAN,2021
289,32,JAWA BARAT,LINK BANTUAN SEBESAR RP 500.000 DARI KEMENTRIAN SOSIAL RI,KRIMINALITAS,KRIMINALITAS,DISINFORMASI (HOAKS),AGUSTUS,4,ADUAN,2021
290,32,JAWA BARAT,"CEGAH KEBOCORAN DATA, 2.453 PRODUK DAN JASA CETAK KARTU VAKSIN DIBLOKIR",HUKUM DAN REGULASI,TEKNOLOGI,BENAR,AGUSTUS,3,ADUAN,2021
291,32,JAWA BARAT,INFORMASI RAZIA ZEBRA SERENTAK DI KOTA BANDUNG TANGGAL 31 AGUSTUS 2021,HUKUM DAN REGULASI,TRANSPORTASI,DISINFORMASI (HOAKS),AGUSTUS,3,ADUAN,2021
292,32,JAWA BARAT,LINK SURVEY UNDIAN BERHADIAH DALAM RANGKA ULTAH HONDA KE-70,"KRIMINALITAS,TEKNOLOGI",TEKNOLOGI,DISINFORMASI (HOAKS),AGUSTUS,3,ADUAN,2021
293,32,JAWA BARAT,LOWONGAN KERJA MENJADI CREW RUNNER PON PAPUA 2021,KRIMINALITAS,OLAHRAGA,DISINFORMASI (HOAKS),AGUSTUS,3,ADUAN,2021
294,32,JAWA BARAT,PEMBERITAHUAN PENIPUAN PESAN SINGKAT BERISI FORMAT ISIAN KELUHAN DARI MASYARAKAT SETELAH DIVAKSIN,KESEHATAN,KESEHATAN,BENAR,AGUSTUS,3,ADUAN,2021
295,32,JAWA BARAT,PENCETAKAN KARTU VAKSIN MEMUNGKINKAN MELANGGAR HAK KONSUMEN,HUKUM DAN REGULASI,TEKNOLOGI,BENAR,AGUSTUS,3,ADUAN,2021
296,32,JAWA BARAT,PERUBAHAN HARI LIBUR NASIONAL DAN CUTI BERSAMA TAHUN 2021,HUKUM DAN REGULASI,HUKUM DAN REGULASI,BENAR,AGUSTUS,3,ADUAN,2021
297,32,JAWA BARAT,BANTUAN KUOTA DATA INTERNET KEMENDIKBUD TAHUN 2021 SUBSIDI PULSA 200 RIBU DAN KUOTA 50 GB,PENDIDIKAN,EKONOMI,DISINFORMASI (HOAKS),AGUSTUS,2,ADUAN,2021
298,32,JAWA BARAT,LINK SUBSIDI PULSA 200 RIBU DAN KUOTA 125 GB KEMENDIKBUD,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),AGUSTUS,2,ADUAN,2021
299,32,JAWA BARAT,PEMBERITAHUAN BANTUAN KESEHATAN DAN MODAL USAHA DARI BPJS,HUKUM DAN REGULASI,KESEHATAN,DISINFORMASI (HOAKS),AGUSTUS,2,ADUAN,2021
300,32,JAWA BARAT,RI IMPOR CABE 27 RIBU TON CABE,HUKUM DAN REGULASI,PANGAN,BENAR,AGUSTUS,2,ADUAN,2021
301,32,JAWA BARAT,SUBSIDI PULSA 200 RIBU DAN KUOTA 50 GB KEMENDIKBUD DIPERPANJANG LAGI,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),AGUSTUS,2,ADUAN,2021
302,32,JAWA BARAT,"RAYAKAN ULTAHNYA KE-120, BRI BAGIKAN HADIAH 2 JUTA RUPIAH LEWAT KUISIONER ONLINE",EKONOMI,KRIMINALITAS,DISINFORMASI (HOAKS),SEPTEMBER,9,ADUAN,2021
303,32,JAWA BARAT,LAYANAN INTERNET MATI TOTAL PADA 24 HINGGA 30 SEPTEMBER 2021,TEKNOLOGI,TEKNOLOGI,DISINFORMASI (HOAKS),SEPTEMBER,3,ADUAN,2021
304,32,JAWA BARAT,LINK DANA BANTUAN 150 JUTA BPJS KESEHATAN,KRIMINALITAS,KRIMINALITAS,DISINFORMASI (HOAKS),SEPTEMBER,3,ADUAN,2021
305,32,JAWA BARAT,LINK HADIAH RESMI 175 JUTA DARI WHATSAPP 2021,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),SEPTEMBER,3,ADUAN,2021
306,32,JAWA BARAT,PENDAFTARAN VAKSIN NUSANTARA,KESEHATAN,KESEHATAN,DISINFORMASI (HOAKS),SEPTEMBER,3,ADUAN,2021
307,32,JAWA BARAT,RUMOR DOKTER PALSU SEBARKAN VIRUS AIDS DENGAN BERPURA-PURA MENGUKUR GULA DARAH SECARA GRATIS,KESEHATAN,KRIMINALITAS,DISINFORMASI (HOAKS),SEPTEMBER,3,ADUAN,2021
308,32,JAWA BARAT,FOTO PERBAIKAN KABEL INTERNET BAWAH LAUT INDIEHOME,0,0,0,SEPTEMBER,3,ADUAN,2021
309,32,JAWA BARAT,RILIS TERBARU WHO : RENTANG USIA PEMUDA ADALAH 18-65 TAHUN,TEKNOLOGI,TEKNOLOGI,DISINFORMASI (HOAKS),SEPTEMBER,2,ADUAN,2021
310,32,JAWA BARAT,SEJUMLAH NOMOR TELEPON LUAR NEGERI INI BISA SALIN DAFTAR KONTAK,FENOMENA,FENOMENA,DISINFORMASI (HOAKS),SEPTEMBER,2,ADUAN,2021
311,32,JAWA BARAT,SITUS PALSU MENGATASNAMAKAN PEDULILINDUNGI,TEKNOLOGI,KRIMINALITAS,DISINFORMASI (HOAKS),SEPTEMBER,2,ADUAN,2021
312,32,JAWA BARAT,SMS PEMBERITAHUAN PEMENANG UNDIAN KE-2 DARI PT SHOPEE SEBESAR RP 185 JUTA,KRIMINALITAS,TEKNOLOGI,DISINFORMASI (HOAKS),SEPTEMBER,2,ADUAN,2021
313,32,JAWA BARAT,19 AGUSTUS 2021 MASKAPAI BATIK AIR JEMPUT WNI YANG ADA DI AFGHANISTAN,EKONOMI,EKONOMI,DISINFORMASI (HOAKS),SEPTEMBER,2,ADUAN,2021
